gutenberg_name,goodreads_name,num_mla_entries,alt_name,average_rating,author_id,text_reviews_count,ratings_count,gutenberg_texts
"Aguilar, Grace, 1816-1847",Grace Aguilar,27,,3.27,127826,50,370,"[{'gutenberg_id': '12361', 'title': ""The Mother's Recompense, Volume 1\nA Sequel to Home Influence"", 'authors': 'Aguilar, Grace, 1816-1847', 'subjects': 'Domestic fiction; Mothers and daughters -- Fiction'}, {'gutenberg_id': '12362', 'title': ""The Mother's Recompense, Volume 2\nA Sequel to Home Influence"", 'authors': 'Aguilar, Grace, 1816-1847', 'subjects': 'Domestic fiction; Mothers and daughters -- Fiction'}, {'gutenberg_id': '12725', 'title': 'The Vale of Cedars; Or, The Martyr', 'authors': 'Aguilar, Grace, 1816-1847', 'subjects': 'Historical fiction; Inquisition -- Fiction; Spain -- History -- Ferdinand and Isabella, 1479-1516 -- Fiction'}, {'gutenberg_id': '18387', 'title': 'The Days of Bruce: A Story from Scottish History. Vol. 1', 'authors': 'Aguilar, Grace, 1816-1847', 'subjects': 'Robert I, King of Scots, 1274-1329 -- Fiction; Scotland -- History -- Robert I, 1306-1329 -- Fiction'}, {'gutenberg_id': '36648', 'title': 'Home Influence: A Tale for Mothers and Daughters', 'authors': 'Aguilar, Grace, 1816-1847', 'subjects': 'Domestic fiction; Mothers and daughters -- Fiction'}, {'gutenberg_id': '56722', 'title': 'Home Scenes and Heart Studies', 'authors': 'Aguilar, Grace, 1816-1847; Briscoe, Hyde W. [Illustrator]', 'subjects': 'Historical fiction; Short stories, English; Jews -- Fiction'}]"
"Ainsworth, William Harrison, 1805-1882",William Harrison Ainsworth,50,,3.41,141739,123,718,"[{'gutenberg_id': '2866', 'title': 'Windsor Castle', 'authors': 'Ainsworth, William Harrison, 1805-1882', 'subjects': 'Historical fiction; Biographical fiction; Anne Boleyn, Queen, consort of Henry VIII, King of England, 1507-1536 -- Fiction; Great Britain -- History -- Tudors, 1485-1603 -- Fiction; Great Britain -- History -- Henry VIII, 1509-1547 -- Fiction; Windsor Castle -- Fiction; Queens -- Great Britain -- Fiction'}, {'gutenberg_id': '11082', 'title': ""Old Saint Paul's: A Tale of the Plague and the Fire"", 'authors': 'Ainsworth, William Harrison, 1805-1882', 'subjects': ""Historical fiction; Great Fire, London, England, 1666 -- Fiction; Plague -- Fiction; London (England) -- History -- 17th century -- Fiction; Fires -- Fiction; St. Paul's Cathedral (London, England) -- Fiction""}, {'gutenberg_id': '12396', 'title': 'The Star-Chamber: An Historical Romance, Volume 1', 'authors': 'Ainsworth, William Harrison, 1805-1882', 'subjects': 'Great Britain -- History -- James I, 1603-1625 -- Fiction'}, {'gutenberg_id': '12397', 'title': 'The Star-Chamber: An Historical Romance, Volume 2', 'authors': 'Ainsworth, William Harrison, 1805-1882', 'subjects': 'Great Britain -- History -- James I, 1603-1625 -- Fiction'}, {'gutenberg_id': '15493', 'title': 'The Lancashire Witches: A Romance of Pendle Forest', 'authors': 'Ainsworth, William Harrison, 1805-1882; Gilbert, John, 1817-1897 [Illustrator]', 'subjects': 'Witches -- Fiction; Lancashire (England) -- Fiction'}, {'gutenberg_id': '16215', 'title': 'Jack Sheppard: A Romance', 'authors': 'Ainsworth, William Harrison, 1805-1882', 'subjects': 'England -- Fiction; Sheppard, Jack, 1702-1724 -- Fiction; Thieves -- Fiction'}, {'gutenberg_id': '23564', 'title': 'Rookwood', 'authors': 'Ainsworth, William Harrison, 1805-1882', 'subjects': 'Turpin, Richard, 1706-1739 -- Fiction'}, {'gutenberg_id': '36481', 'title': 'Auriol; or, The Elixir of Life', 'authors': 'Ainsworth, William Harrison, 1805-1882; Browne, Hablot Knight, 1815-1882 [Illustrator]', 'subjects': 'Detective and mystery stories; Horror tales; Gothic fiction; Paranormal fiction'}, {'gutenberg_id': '37750', 'title': 'Guy Fawkes; or, The Gunpowder Treason: An Historical Romance', 'authors': 'Ainsworth, William Harrison, 1805-1882; Cruikshank, George, 1792-1878 [Illustrator]', 'subjects': 'Gunpowder Plot, 1605 -- Fiction; Great Britain -- History -- James I, 1603-1625 -- Fiction; Fawkes, Guy, 1570-1606 -- Fiction'}, {'gutenberg_id': '44521', 'title': 'Jack Sheppard: A Romance, Vol. 1 (of 3)', 'authors': 'Ainsworth, William Harrison, 1805-1882; Cruikshank, George, 1792-1878 [Illustrator]', 'subjects': 'England -- Fiction; Sheppard, Jack, 1702-1724 -- Fiction; Thieves -- Fiction'}, {'gutenberg_id': '44522', 'title': 'Jack Sheppard: A Romance, Vol. 2 (of 3)', 'authors': 'Ainsworth, William Harrison, 1805-1882; Cruikshank, George, 1792-1878 [Illustrator]', 'subjects': 'England -- Fiction; Sheppard, Jack, 1702-1724 -- Fiction; Thieves -- Fiction'}, {'gutenberg_id': '44523', 'title': 'Jack Sheppard: A Romance, Vol. 3 (of 3)', 'authors': 'Ainsworth, William Harrison, 1805-1882; Cruikshank, George, 1792-1878 [Illustrator]', 'subjects': 'England -- Fiction; Sheppard, Jack, 1702-1724 -- Fiction; Thieves -- Fiction'}, {'gutenberg_id': '46398', 'title': ""The Manchester Rebels of the Fatal '45"", 'authors': 'Ainsworth, William Harrison, 1805-1882; Gilbert, Frederick, 1827-1902 [Illustrator]', 'subjects': 'Jacobite Rebellion, 1745-1746 -- Fiction; Great Britain -- History -- George II, 1727-1760 -- Fiction'}, {'gutenberg_id': '47348', 'title': 'Boscobel; or, the royal oak: A tale of the year 1651', 'authors': 'Ainsworth, William Harrison, 1805-1882', 'subjects': 'Great Britain -- History -- Commonwealth and Protectorate, 1649-1660 -- Fiction'}, {'gutenberg_id': '49680', 'title': 'Chetwynd Calverley\nNew Edition, 1877', 'authors': 'Ainsworth, William Harrison, 1805-1882', 'subjects': 'Fiction'}, {'gutenberg_id': '49681', 'title': 'The Constable De Bourbon', 'authors': 'Ainsworth, William Harrison, 1805-1882', 'subjects': 'Bourbon, Charles, duc de, 1490-1527 -- Fiction'}, {'gutenberg_id': '49850', 'title': 'The Tower of London: A Historical Romance, Illustrated', 'authors': 'Ainsworth, William Harrison, 1805-1882; Cruikshank, George, 1792-1878 [Illustrator]', 'subjects': 'London (England) -- Fiction; Grey, Jane, Lady, 1537-1554 -- Fiction; Tower of London (London, England) -- Fiction'}, {'gutenberg_id': '49851', 'title': 'Preston Fight; or, The Insurrection of 1715', 'authors': 'Ainsworth, William Harrison, 1805-1882', 'subjects': 'Jacobite Rebellion, 1715 -- Fiction'}, {'gutenberg_id': '54484', 'title': 'Cardinal Pole; Or, The Days of Philip and Mary: An Historical Romance', 'authors': 'Ainsworth, William Harrison, 1805-1882; Gilbert, Frederick, 1827-1902 [Illustrator]', 'subjects': 'Great Britain -- History -- Mary I, 1553-1558 -- Fiction; Pole, Reginald, 1500-1558 -- Fiction'}]"
"Arnold, Edwin Lester, 1857-1935",Edwin Lester Arnold,5,,3.11,5865720,47,218,"[{'gutenberg_id': '604', 'title': 'Gulliver of Mars', 'authors': 'Arnold, Edwin Lester, 1857-1935', 'subjects': 'Science fiction; Martians -- Fiction; Mars (Planet) -- Fiction'}, {'gutenberg_id': '67345', 'title': 'The Wonderful Adventures of Phra the Phoenician', 'authors': 'Arnold, Edwin Lester, 1857-1935; Arnold, Edwin, Sir, 1832-1904 [Author of introduction, etc.]; Paget, H. M. (Henry Marriott), 1857-1936 [Illustrator]', 'subjects': 'Fantasy fiction; Phoenicians -- Fiction'}]"
"Austen, Jane, 1775-1817",Jane Austen,5593,,4.10,1265,127817,4693826,"[{'gutenberg_id': '105', 'title': 'Persuasion', 'authors': 'Austen, Jane, 1775-1817', 'subjects': 'England -- Social life and customs -- 19th century -- Fiction; Psychological fiction; Young women -- Fiction; Motherless families -- Fiction; Rejection (Psychology) -- Fiction; First loves -- Fiction; Dysfunctional families -- Fiction; Ship captains -- Fiction; Love stories; Regency fiction'}, {'gutenberg_id': '121', 'title': 'Northanger Abbey', 'authors': 'Austen, Jane, 1775-1817', 'subjects': 'England -- Social life and customs -- 19th century -- Fiction; Satire; England -- Fiction; Young women -- Fiction; Love stories; Gothic fiction; Horror tales -- Appreciation -- Fiction; Books and reading -- Fiction; Gentry -- England -- Fiction; Marriage -- Economic aspects -- Fiction'}, {'gutenberg_id': '141', 'title': 'Mansfield Park', 'authors': 'Austen, Jane, 1775-1817', 'subjects': 'England -- Fiction; Young women -- Fiction; Love stories; Domestic fiction; Country homes -- Fiction; Adoptees -- Fiction; Children of the rich -- Fiction; Cousins -- Fiction; Uncles -- Fiction'}, {'gutenberg_id': '158', 'title': 'Emma', 'authors': 'Austen, Jane, 1775-1817', 'subjects': 'Humorous stories; England -- Fiction; Young women -- Fiction; Love stories; Fathers and daughters -- Fiction; Bildungsromans; Mate selection -- Fiction; Female friendship -- Fiction'}, {'gutenberg_id': '161', 'title': 'Sense and Sensibility', 'authors': 'Austen, Jane, 1775-1817', 'subjects': 'England -- Social life and customs -- 19th century -- Fiction; Inheritance and succession -- Fiction; England -- Fiction; Young women -- Fiction; Love stories; Sisters -- Fiction; Domestic fiction; Mate selection -- Fiction; Social classes -- Fiction; Gentry -- England -- Fiction; Regency fiction'}, {'gutenberg_id': '946', 'title': 'Lady Susan', 'authors': 'Austen, Jane, 1775-1817', 'subjects': 'England -- Fiction; Widows -- Fiction; Mate selection -- Fiction; Mothers and daughters -- Fiction; Epistolary fiction'}, {'gutenberg_id': '1212', 'title': 'Love and Freindship [sic]', 'authors': 'Austen, Jane, 1775-1817', 'subjects': 'Essays; Epistolary fiction; England -- Social life and customs -- 18th century -- Fiction'}, {'gutenberg_id': '1342', 'title': 'Pride and Prejudice', 'authors': 'Austen, Jane, 1775-1817', 'subjects': 'England -- Fiction; Young women -- Fiction; Love stories; Sisters -- Fiction; Domestic fiction; Courtship -- Fiction; Social classes -- Fiction'}, {'gutenberg_id': '21839', 'title': 'Sense and Sensibility', 'authors': 'Austen, Jane, 1775-1817; Dobson, Austin, 1840-1921 [Commentator]; Thomson, Hugh, 1860-1920 [Illustrator]', 'subjects': 'England -- Social life and customs -- 19th century -- Fiction; Inheritance and succession -- Fiction; England -- Fiction; Young women -- Fiction; Love stories; Sisters -- Fiction; Domestic fiction; Mate selection -- Fiction; Social classes -- Fiction; Gentry -- England -- Fiction; Regency fiction'}, {'gutenberg_id': '31100', 'title': 'The Complete Project Gutenberg Works of Jane Austen\nA Linked Index of all PG Editions of Jane Austen', 'authors': 'Austen, Jane, 1775-1817; Widger, David, 1932-2021? [Editor]', 'subjects': 'Love stories, English; England -- Social life and customs -- Fiction'}, {'gutenberg_id': '42671', 'title': 'Pride and Prejudice', 'authors': 'Austen, Jane, 1775-1817; Chapman, R. W. (Robert William), 1881-1960 [Editor]', 'subjects': 'England -- Fiction; Young women -- Fiction; Love stories; Sisters -- Fiction; Domestic fiction; Courtship -- Fiction; Social classes -- Fiction'}, {'gutenberg_id': '43741', 'title': 'Old Friends and New Fancies: An Imaginary Sequel to the Novels of Jane Austen', 'authors': 'Brinton, Sybil G.; Austen, Jane, 1775-1817 [Other]', 'subjects': 'Mate selection -- Fiction; Courtship -- Fiction; England -- Social life and customs -- 18th century -- Fiction'}, {'gutenberg_id': '63569', 'title': 'The Watsons: By Jane Austen, Concluded by L. Oulton', 'authors': 'Austen, Jane, 1775-1817; Oulton, L.; Austen-Leigh, James Edward, 1798-1874 [Author of introduction, etc.]', 'subjects': 'England -- Social life and customs -- 19th century -- Fiction; Young women -- Fiction; Mate selection -- Fiction; Families -- Fiction'}]"
"Benson, E. F. (Edward Frederic), 1867-1940",E.F. Benson,21,"Benson, Edward Frederic",4.04,13479797,2155,24458,"[{'gutenberg_id': '2072', 'title': 'Michael', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Historical fiction; Great Britain -- Social life and customs -- 20th century -- Fiction'}, {'gutenberg_id': '6840', 'title': 'Queen Lucia', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Humorous stories; Women -- England -- Fiction; Lucia (Fictitious character) -- Fiction; England -- Social life and customs -- 20th century -- Fiction'}, {'gutenberg_id': '25919', 'title': 'Miss Mapp', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Humorous stories; Female friendship -- Fiction; Women -- England -- Fiction; Mapp, Miss (Fictitious character) -- Fiction'}, {'gutenberg_id': '28999', 'title': ""Daisy's Aunt"", 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Young women -- Fiction; Socialites -- Fiction; England -- Social life and customs -- 20th century -- Fiction; Aunts -- Fiction'}, {'gutenberg_id': '37917', 'title': 'Across the Stream', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Spiritualism -- Fiction; England -- Social life and customs -- 20th century -- Fiction'}, {'gutenberg_id': '40719', 'title': 'Dodo Wonders--', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Aristocracy (Social class) -- Fiction; World War, 1914-1918 -- England -- Fiction; England -- Social life and customs -- 20th century -- Fiction; Middle-aged women -- Fiction'}, {'gutenberg_id': '40762', 'title': ""Dodo's Daughter: A Sequel to Dodo"", 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Love stories; Mothers and daughters -- Fiction; England -- Social life and customs -- 20th century -- Fiction; Upper class -- England -- Fiction'}, {'gutenberg_id': '40793', 'title': 'The Rubicon', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'England -- Social life and customs -- 19th century -- Fiction; Man-woman relationships -- Fiction; Marriage -- Fiction; Aristocracy (Social class) -- England -- Fiction'}, {'gutenberg_id': '40795', 'title': 'Scarlet and Hyssop: A Novel', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Married people -- Fiction; Man-woman relationships -- Fiction; London (England) -- Social life and customs -- Fiction'}, {'gutenberg_id': '40797', 'title': 'Mammon and Co.', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Married people -- Fiction; Americans -- England -- Fiction; Man-woman relationships -- Fiction; Capitalists and financiers -- Fiction; Upper class -- England -- Fiction; London (England) -- Social life and customs -- Fiction'}, {'gutenberg_id': '44210', 'title': 'The Angel of Pain', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Triangles (Interpersonal relations) -- Fiction; Man-woman relationships -- Fiction; Marriage -- Fiction'}, {'gutenberg_id': '44486', 'title': 'Dodo: A Detail of the Day. Volumes 1 and 2', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'England -- Social life and customs -- 19th century -- Fiction; Married people -- Fiction; Triangles (Interpersonal relations) -- Fiction; Man-woman relationships -- Fiction; Unrequited love -- Fiction; Upper class -- England -- Fiction'}, {'gutenberg_id': '45719', 'title': 'Arundel', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Triangles (Interpersonal relations) -- Fiction; Man-woman relationships -- Fiction; British -- India -- Fiction; Suburban life -- Fiction; England -- Social life and customs -- 20th century -- Fiction; Families -- Fiction; Suburbs -- England -- London -- Fiction'}, {'gutenberg_id': '45742', 'title': 'Up and Down', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'World War, 1914-1918 -- Fiction'}, {'gutenberg_id': '45800', 'title': 'The House of Defence v. 1', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'England -- Social life and customs -- Fiction; Christian Science -- Fiction; Spiritual healing -- Fiction'}, {'gutenberg_id': '45801', 'title': 'The House of Defence v. 2', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'England -- Social life and customs -- Fiction; Christian Science -- Fiction; Spiritual healing -- Fiction'}, {'gutenberg_id': '46057', 'title': 'The Relentless City', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'New York (N.Y.) -- Social life and customs -- Fiction; Upper class -- Fiction; British -- United States -- Fiction'}, {'gutenberg_id': '46077', 'title': 'The Judgment Books: A Story', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940; Hatherell, William, 1855-1928 [Illustrator]', 'subjects': 'Artists -- Fiction; Paranormal fiction; Repentance -- Fiction; Husband and wife -- Fiction'}, {'gutenberg_id': '46258', 'title': 'Thorley Weir', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Fathers and daughters -- Fiction; Triangles (Interpersonal relations) -- Fiction; Dramatists -- Fiction; England -- Social life and customs -- 20th century -- Fiction; Painters -- Fiction; Critics -- Fiction'}, {'gutenberg_id': '46782', 'title': 'The Vintage: A Romance of the Greek War of Independence', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940; Jacomb Hood, G. P. (George Percy), 1857-1929 [Illustrator]', 'subjects': 'Greece -- History -- War of Independence, 1821-1829 -- Fiction'}, {'gutenberg_id': '48315', 'title': 'David Blaize', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Boys -- Fiction; Boarding schools -- England -- Fiction'}, {'gutenberg_id': '48505', 'title': 'David Blaize and the Blue Door', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940; Ford, H. J. (Henry Justice), 1860-1941 [Illustrator]', 'subjects': 'Fantasy fiction; Adventure stories; Boys -- Juvenile fiction; Imaginary places -- Juvenile fiction'}, {'gutenberg_id': '49533', 'title': 'The Capsina: An Historical Novel', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940; Jacomb Hood, G. P. (George Percy), 1857-1929 [Illustrator]', 'subjects': 'Greece -- History -- War of Independence, 1821-1829 -- Fiction'}, {'gutenberg_id': '56465', 'title': 'An Act in a Backwater', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'City and town life -- Fiction; Courtship -- Fiction; Siblings -- Fiction; England -- Social life and customs -- Fiction'}, {'gutenberg_id': '56579', 'title': 'The Countess of Lowndes Square, and Other Stories', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Short stories, English; English fiction -- 20th century'}, {'gutenberg_id': '56948', 'title': 'An Autumn Sowing', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Man-woman relationships -- Fiction; England -- Social life and customs -- 20th century -- Fiction; Families -- Fiction; Private secretaries -- Fiction'}, {'gutenberg_id': '56986', 'title': 'The Babe, B.A.\nBeing the Uneventful History of a Young Gentleman at Cambridge University', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'College stories; College students -- Fiction; Cambridge (England) -- Fiction; University of Cambridge -- Fiction'}, {'gutenberg_id': '57002', 'title': 'The Challoners', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Clergy -- England -- Fiction; England -- Social life and customs -- Fiction; Families -- England -- Fiction'}, {'gutenberg_id': '57006', 'title': 'The Freaks of Mayfair', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940; Plank, George, 1882-1965 [Illustrator]', 'subjects': 'Humorous stories, English; Short stories, English; England -- Social life and customs -- 20th century -- Fiction'}, {'gutenberg_id': '57560', 'title': 'Limitations: A Novel', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'England -- Social life and customs -- 19th century -- Fiction; Man-woman relationships -- Fiction; English fiction -- 19th century; Sculptors -- Fiction; Husband and wife -- Fiction'}, {'gutenberg_id': '57568', 'title': 'Peter', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Man-woman relationships -- Fiction; Husband and wife -- Fiction; London (England) -- Social life and customs -- 20th century -- Fiction'}, {'gutenberg_id': '57690', 'title': 'The Luck of the Vails: A Novel', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Inheritance and succession -- Fiction; Country homes -- Fiction; Uncles -- Fiction; England -- Social life and customs -- Fiction; Mystery fiction'}, {'gutenberg_id': '57867', 'title': 'Robin Linnet', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'World War, 1914-1918 -- Fiction; Young men -- Fiction; England -- Social life and customs -- 20th century -- Fiction; University of Cambridge -- Fiction'}, {'gutenberg_id': '58150', 'title': 'The Princess Sophia', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Princesses -- Fiction; Gambling -- Fiction; Imaginary places -- Europe, Eastern -- Fiction'}, {'gutenberg_id': '58202', 'title': 'A Reaping', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Domestic fiction; Cousins -- Fiction; England -- Social life and customs -- 20th century -- Fiction; Husband and wife -- Fiction; Youth and death -- Fiction'}, {'gutenberg_id': '58217', 'title': 'The Book of Months', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'English fiction -- 20th century'}, {'gutenberg_id': '58884', 'title': 'The Osbornes', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Marriage -- Fiction; England -- Social life and customs -- 20th century -- Fiction; Families -- Fiction; Social classes -- England -- Fiction'}, {'gutenberg_id': '60168', 'title': 'Mrs. Ames', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Married people -- Fiction; England -- Social life and customs -- Fiction; Marriage -- Fiction; Middle class -- England -- Fiction; Middle class women -- Fiction'}, {'gutenberg_id': '60241', 'title': 'Sheaves', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Dramatists -- Fiction; Marriage -- Fiction; England -- Social life and customs -- 20th century -- Fiction; Tuberculosis -- Patients -- Fiction; Singers -- Fiction; May-December romances -- Fiction'}, {'gutenberg_id': '60339', 'title': 'Visible and Invisible', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Horror tales, English; Short stories, English; Ghost stories, English; English fiction -- 20th century'}, {'gutenberg_id': '60802', 'title': 'Colin', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'Inheritance and succession -- Fiction; Triangles (Interpersonal relations) -- Fiction; Brothers -- Fiction; England -- Social life and customs -- 20th century -- Fiction; Twins -- Fiction; Legends -- Fiction'}, {'gutenberg_id': '65309', 'title': 'Colin II: A Novel', 'authors': 'Benson, E. F. (Edward Frederic), 1867-1940', 'subjects': 'England -- Fiction; Italy -- Fiction; Paranormal fiction; Gay men -- Fiction'}]"
"Besant, Walter, 1836-1901",Walter Besant,63,,3.56,311761,88,1199,"[{'gutenberg_id': '16129', 'title': 'In Luck at Last', 'authors': 'Besant, Walter, 1836-1901', 'subjects': 'Inheritance and succession -- Fiction; Families -- Fiction; Booksellers and bookselling -- England -- Fiction'}, {'gutenberg_id': '34738', 'title': 'The Ivory Gate, a new edition', 'authors': 'Besant, Walter, 1836-1901', 'subjects': 'Fiction'}, {'gutenberg_id': '41545', 'title': 'The Orange Girl', 'authors': 'Besant, Walter, 1836-1901; Davis, Warren B., 1865-1928 [Illustrator]', 'subjects': 'London (England) -- History -- 18th century -- Fiction'}, {'gutenberg_id': '42125', 'title': 'Armorel of Lyonesse: A Romance of To-day', 'authors': 'Besant, Walter, 1836-1901; Barnard, Frederick, 1846-1896 [Illustrator]', 'subjects': 'London (England) -- Fiction; Fraud -- Fiction; Isles of Scilly (England) -- Fiction'}, {'gutenberg_id': '42618', 'title': 'The Lady of Lynn', 'authors': 'Besant, Walter, 1836-1901', 'subjects': 'Historical fiction; Conspiracies -- Fiction; Health resorts -- Fiction; Sailors -- Fiction; Heiresses -- Fiction; Norfolk (England) -- Fiction'}, {'gutenberg_id': '43442', 'title': 'The Golden Butterfly', 'authors': 'Besant, Walter, 1836-1901; Rice, James, 1843-1882', 'subjects': 'English fiction -- 19th century'}, {'gutenberg_id': '44963', 'title': 'For Faith and Freedom', 'authors': 'Besant, Walter, 1836-1901; Forestier, A. (Amédée), 1854-1930 [Illustrator]; Waddy, Frederick [Illustrator]', 'subjects': 'Great Britain -- History -- Stuarts, 1603-1714 -- Fiction'}, {'gutenberg_id': '45734', 'title': 'The Chaplain of the Fleet', 'authors': 'Besant, Walter, 1836-1901; Rice, James, 1843-1882', 'subjects': 'London (England) -- History -- 18th century -- Fiction; Debt, Imprisonment for -- Fiction'}, {'gutenberg_id': '47098', 'title': 'All Sorts and Conditions of Men: An Impossible Story', 'authors': 'Besant, Walter, 1836-1901', 'subjects': 'City and town life -- Fiction; London (England) -- Fiction; Philanthropists -- Fiction; Poor -- Fiction; Romantic suspense fiction; East End (London, England) -- Fiction'}, {'gutenberg_id': '48690', 'title': 'The Revolt of Man', 'authors': 'Besant, Walter, 1836-1901', 'subjects': 'Utopias -- Fiction; Women -- Legal status, laws, etc. -- Fiction'}, {'gutenberg_id': '49035', 'title': 'The Changeling', 'authors': 'Besant, Walter, 1836-1901', 'subjects': 'England -- Fiction; Adoption -- Fiction; Social classes -- England -- Fiction'}, {'gutenberg_id': '50177', 'title': 'The Fourth Generation', 'authors': 'Besant, Walter, 1836-1901', 'subjects': 'England -- Social life and customs -- 19th century -- Fiction; Murder -- Fiction; Families -- Fiction'}, {'gutenberg_id': '52169', 'title': 'The inner house', 'authors': 'Besant, Walter, 1836-1901', 'subjects': 'Science fiction; Dystopias -- Fiction; Immortality -- Fiction'}]"
